법정동코드,center_point,경도,위도,법정동명,level,sd_cd,sd_nm,sgg_cd,sgg_nm,emd_cd,sgg_cnt,sgg_list
4373000000,POINT (127.6565588576771 36.320456113117864),127.6565588576771,36.320456113117864,충청북도 옥천군,1,43,충청북도,43730,옥천군,43730000,0,
4374000000,POINT (127.81422814362863 36.15965895654316),127.81422814362863,36.15965895654316,충청북도 영동군,1,43,충청북도,43740,영동군,43740000,0,
4374500000,POINT (127.60461807823255 36.786473013507354),127.60461807823255,36.786473013507354,충청북도 증평군,1,43,충청북도,43745,증평군,43745000,0,
4375000000,POINT (127.440463550866 36.87099951937492),127.440463550866,36.87099951937492,충청북도 진천군,1,43,충청북도,43750,진천군,43750000,0,
4376000000,POINT (127.8295881245425 36.769659025419884),127.8295881245425,36.769659025419884,충청북도 괴산군,1,43,충청북도,43760,괴산군,43760000,0,
4377000000,POINT (127.61420676964912 36.97622261439256),127.61420676964912,36.97622261439256,충청북도 음성군,1,43,충청북도,43770,음성군,43770000,0,
4380000000,POINT (128.38784162081097 36.99445276246436),128.38784162081097,36.99445276246436,충청북도 단양군,1,43,충청북도,43800,단양군,43800000,0,
4400000000,POINT (126.84945691255321 36.52911259486077),126.84945691255321,36.52911259486077,충청남도,0,44,충청남도,44000,,44000000,17,"['충청남도 천안시' '충청남도 천안시 동남구' '충청남도 천안시 서북구' '충청남도 공주시' '충청남도 보령시' '충청남도 아산시'
 '충청남도 서산시' '충청남도 논산시' '충청남도 계룡시' '충청남도 당진시' '충청남도 금산군' '충청남도 부여군'
 '충청남도 서천군' '충청남도 청양군' '충청남도 홍성군' '충청남도 예산군' '충청남도 태안군']"
4415000000,POINT (127.07521911409202 36.47981976191604),127.07521911409202,36.47981976191604,충청남도 공주시,1,44,충청남도,44150,공주시,44150000,0,
4418000000,POINT (126.59295739137033 36.3432836535941),126.59295739137033,36.3432836535941,충청남도 보령시,1,44,충청남도,44180,보령시,44180000,0,
4420000000,POINT (126.98007557008229 36.80731633434075),126.98007557008229,36.80731633434075,충청남도 아산시,1,44,충청남도,44200,아산시,44200000,0,
4421000000,POINT (126.46360158405008 36.78399345575373),126.46360158405008,36.78399345575373,충청남도 서산시,1,44,충청남도,44210,서산시,44210000,0,
4423000000,POINT (127.1577163766557 36.19088691334221),127.1577163766557,36.19088691334221,충청남도 논산시,1,44,충청남도,44230,논산시,44230000,0,
4425000000,POINT (127.23442661184966 36.29159369754008),127.23442661184966,36.29159369754008,충청남도 계룡시,1,44,충청남도,44250,계룡시,44250000,0,
4427000000,POINT (126.6529575008709 36.903388350171156),126.6529575008709,36.903388350171156,충청남도 당진시,1,44,충청남도,44270,당진시,44270000,0,
4471000000,POINT (127.47831188873236 36.11900080626743),127.47831188873236,36.11900080626743,충청남도 금산군,1,44,충청남도,44710,금산군,44710000,0,
4476000000,POINT (126.85696764162888 36.246383897232604),126.85696764162888,36.246383897232604,충청남도 부여군,1,44,충청남도,44760,부여군,44760000,0,
4477000000,POINT (126.70426375356195 36.10678072364822),126.70426375356195,36.10678072364822,충청남도 서천군,1,44,충청남도,44770,서천군,44770000,0,
4479000000,POINT (126.85311311134804 36.43058295882931),126.85311311134804,36.43058295882931,충청남도 청양군,1,44,충청남도,44790,청양군,44790000,0,
4480000000,POINT (126.62582959709587 36.57008948853029),126.62582959709587,36.57008948853029,충청남도 홍성군,1,44,충청남도,44800,홍성군,44800000,0,
4481000000,POINT (126.78430999014448 36.67062861842068),126.78430999014448,36.67062861842068,충청남도 예산군,1,44,충청남도,44810,예산군,44810000,0,
4482500000,POINT (126.2804466809991 36.70772708903862),126.2804466809991,36.70772708903862,충청남도 태안군,1,44,충청남도,44825,태안군,44825000,0,
4600000000,POINT (126.89978297005999 34.87544909252954),126.89978297005999,34.87544909252954,전라남도,0,46,전라남도,46000,,46000000,22,"['전라남도 목포시' '전라남도 여수시' '전라남도 순천시' '전라남도 나주시' '전라남도 광양시' '전라남도 담양군'
 '전라남도 곡성군' '전라남도 구례군' '전라남도 고흥군' '전라남도 보성군' '전라남도 화순군' '전라남도 장흥군'
 '전라남도 강진군' '전라남도 해남군' '전라남도 영암군' '전라남도 무안군' '전라남도 함평군' '전라남도 영광군'
 '전라남도 장성군' '전라남도 완도군' '전라남도 진도군' '전라남도 신안군']"
4611000000,POINT (126.3918352798842 34.8037641607386),126.3918352798842,34.8037641607386,전라남도 목포시,1,46,전라남도,46110,목포시,46110000,0,
4613000000,POINT (127.65325585118073 34.69856916916984),127.65325585118073,34.69856916916984,전라남도 여수시,1,46,전라남도,46130,여수시,46130000,0,
4615000000,POINT (127.38916272922611 34.99474505514379),127.38916272922611,34.99474505514379,전라남도 순천시,1,46,전라남도,46150,순천시,46150000,0,
4617000000,POINT (126.72041032044052 34.98858939502458),126.72041032044052,34.98858939502458,전라남도 나주시,1,46,전라남도,46170,나주시,46170000,0,
4623000000,POINT (127.65507339287335 35.02065028120709),127.65507339287335,35.02065028120709,전라남도 광양시,1,46,전라남도,46230,광양시,46230000,0,
4671000000,POINT (126.99529085588003 35.29149510320821),126.99529085588003,35.29149510320821,전라남도 담양군,1,46,전라남도,46710,담양군,46710000,0,
4672000000,POINT (127.26358252148191 35.21661355264953),127.26358252148191,35.21661355264953,전라남도 곡성군,1,46,전라남도,46720,곡성군,46720000,0,
4673000000,POINT (127.50311925226208 35.236766215530956),127.50311925226208,35.236766215530956,전라남도 구례군,1,46,전라남도,46730,구례군,46730000,0,
4677000000,POINT (127.3146204968089 34.59848495442526),127.3146204968089,34.59848495442526,전라남도 고흥군,1,46,전라남도,46770,고흥군,46770000,0,
4678000000,POINT (127.16212135653028 34.814374897543225),127.16212135653028,34.814374897543225,전라남도 보성군,1,46,전라남도,46780,보성군,46780000,0,
4679000000,POINT (127.03343353596728 35.00818572658455),127.03343353596728,35.00818572658455,전라남도 화순군,1,46,전라남도,46790,화순군,46790000,0,
4680000000,POINT (126.92154454761793 34.67645821610367),126.92154454761793,34.67645821610367,전라남도 장흥군,1,46,전라남도,46800,장흥군,46800000,0,
4681000000,POINT (126.77215628637722 34.62040996783172),126.77215628637722,34.62040996783172,전라남도 강진군,1,46,전라남도,46810,강진군,46810000,0,
4682000000,POINT (126.51171496166585 34.55867227849954),126.51171496166585,34.55867227849954,전라남도 해남군,1,46,전라남도,46820,해남군,46820000,0,
4683000000,POINT (126.62349913353842 34.795820057939274),126.62349913353842,34.795820057939274,전라남도 영암군,1,46,전라남도,46830,영암군,46830000,0,
4684000000,POINT (126.4259045843477 34.95320455792379),126.4259045843477,34.95320455792379,전라남도 무안군,1,46,전라남도,46840,무안군,46840000,0,
4686000000,POINT (126.53560407321595 35.11267053545887),126.53560407321595,35.11267053545887,전라남도 함평군,1,46,전라남도,46860,함평군,46860000,0,
4687000000,POINT (126.45312929015951 35.27848602889612),126.45312929015951,35.27848602889612,전라남도 영광군,1,46,전라남도,46870,영광군,46870000,0,
4688000000,POINT (126.7684948991351 35.32956436549386),126.7684948991351,35.32956436549386,전라남도 장성군,1,46,전라남도,46880,장성군,46880000,0,
4689000000,POINT (126.77680685666517 34.29557932882547),126.77680685666517,34.29557932882547,전라남도 완도군,1,46,전라남도,46890,완도군,46890000,0,
4690000000,POINT (126.21505784478965 34.439396381010816),126.21505784478965,34.439396381010816,전라남도 진도군,1,46,전라남도,46900,진도군,46900000,0,
4691000000,POINT (126.0489070274241 34.81240654271833),126.0489070274241,34.81240654271833,전라남도 신안군,1,46,전라남도,46910,신안군,46910000,0,
4700000000,POINT (128.75181948259834 36.353471407813444),128.75181948259834,36.353471407813444,경상북도,0,47,경상북도,47000,,47000000,24,"['경상북도 포항시' '경상북도 포항시 남구' '경상북도 포항시 북구' '경상북도 경주시' '경상북도 김천시' '경상북도 안동시'
 '경상북도 구미시' '경상북도 영주시' '경상북도 영천시' '경상북도 상주시' '경상북도 문경시' '경상북도 경산시'
 '경상북도 의성군' '경상북도 청송군' '경상북도 영양군' '경상북도 영덕군' '경상북도 청도군' '경상북도 고령군'
 '경상북도 성주군' '경상북도 칠곡군' '경상북도 예천군' '경상북도 봉화군' '경상북도 울진군' '경상북도 울릉군']"
4711100000,POINT (129.43761667189432 35.958394554175214),129.43761667189432,35.958394554175214,경상북도 포항시 남구,1,47,경상북도,47111,포항시 남구,47111000,0,
4711300000,POINT (129.23405313975047 36.16505498769309),129.23405313975047,36.16505498769309,경상북도 포항시 북구,1,47,경상북도,47113,포항시 북구,47113000,0,
4713000000,POINT (129.23592962769715 35.826642801502295),129.23592962769715,35.826642801502295,경상북도 경주시,1,47,경상북도,47130,경주시,47130000,0,
4715000000,POINT (128.07770754912465 36.060423858871786),128.07770754912465,36.060423858871786,경상북도 김천시,1,47,경상북도,47150,김천시,47150000,0,
4717000000,POINT (128.7800426838693 36.58024220560225),128.7800426838693,36.58024220560225,경상북도 안동시,1,47,경상북도,47170,안동시,47170000,0,
4719000000,POINT (128.35555547951435 36.2073096409227),128.35555547951435,36.2073096409227,경상북도 구미시,1,47,경상북도,47190,구미시,47190000,0,
4721000000,POINT (128.59768227004173 36.870475417577836),128.59768227004173,36.870475417577836,경상북도 영주시,1,47,경상북도,47210,영주시,47210000,0,
4723000000,POINT (128.9426240155072 36.01577843869439),128.9426240155072,36.01577843869439,경상북도 영천시,1,47,경상북도,47230,영천시,47230000,0,
4725000000,POINT (128.06700702168322 36.429502341579685),128.06700702168322,36.429502341579685,경상북도 상주시,1,47,경상북도,47250,상주시,47250000,0,
4728000000,POINT (128.1486081747751 36.69079151348536),128.1486081747751,36.69079151348536,경상북도 문경시,1,47,경상북도,47280,문경시,47280000,0,
4729000000,POINT (128.8090551504261 35.83406006841618),128.8090551504261,35.83406006841618,경상북도 경산시,1,47,경상북도,47290,경산시,47290000,0,
4773000000,POINT (128.61506730951555 36.36204451290948),128.61506730951555,36.36204451290948,경상북도 의성군,1,47,경상북도,47730,의성군,47730000,0,
4775000000,POINT (129.05738517931132 36.35697642788724),129.05738517931132,36.35697642788724,경상북도 청송군,1,47,경상북도,47750,청송군,47750000,0,
4776000000,POINT (129.14503079100254 36.69637919192209),129.14503079100254,36.69637919192209,경상북도 영양군,1,47,경상북도,47760,영양군,47760000,0,
4777000000,POINT (129.31737621079733 36.48238769454486),129.31737621079733,36.48238769454486,경상북도 영덕군,1,47,경상북도,47770,영덕군,47770000,0,
4782000000,POINT (128.78652700766986 35.67297478088207),128.78652700766986,35.67297478088207,경상북도 청도군,1,47,경상북도,47820,청도군,47820000,0,
4783000000,POINT (128.30644958123816 35.736997578286406),128.30644958123816,35.736997578286406,경상북도 고령군,1,47,경상북도,47830,고령군,47830000,0,
4784000000,POINT (128.23339308163682 35.90722342159603),128.23339308163682,35.90722342159603,경상북도 성주군,1,47,경상북도,47840,성주군,47840000,0,
4785000000,POINT (128.46258382615196 36.01551131112415),128.46258382615196,36.01551131112415,경상북도 칠곡군,1,47,경상북도,47850,칠곡군,47850000,0,
4790000000,POINT (128.42238404626127 36.653845272458376),128.42238404626127,36.653845272458376,경상북도 예천군,1,47,경상북도,47900,예천군,47900000,0,
4792000000,POINT (128.91297926487573 36.93416216064347),128.91297926487573,36.93416216064347,경상북도 봉화군,1,47,경상북도,47920,봉화군,47920000,0,
4793000000,POINT (129.3123494660512 36.90389727653257),129.3123494660512,36.90389727653257,경상북도 울진군,1,47,경상북도,47930,울진군,47930000,0,
4794000000,POINT (130.86418801194677 37.5019696888155),130.86418801194677,37.5019696888155,경상북도 울릉군,1,47,경상북도,47940,울릉군,47940000,0,
4800000000,POINT (128.26160850999105 35.324092703758716),128.26160850999105,35.324092703758716,경상남도,0,48,경상남도,48000,,48000000,23,"['경상남도 창원시' '경상남도 창원시 의창구' '경상남도 창원시 성산구' '경상남도 창원시 마산합포구'
 '경상남도 창원시 마산회원구' '경상남도 창원시 진해구' '경상남도 진주시' '경상남도 통영시' '경상남도 사천시'
 '경상남도 김해시' '경상남도 밀양시' '경상남도 거제시' '경상남도 양산시' '경상남도 의령군' '경상남도 함안군'
 '경상남도 창녕군' '경상남도 고성군' '경상남도 남해군' '경상남도 하동군' '경상남도 산청군' '경상남도 함양군'
 '경상남도 거창군' '경상남도 합천군']"
4812100000,POINT (128.6490422099823 35.31161419806925),128.6490422099823,35.31161419806925,경상남도 창원시 의창구,1,48,경상남도,48121,창원시 의창구,48121000,0,
4812300000,POINT (128.67159891345247 35.198872647066466),128.67159891345247,35.198872647066466,경상남도 창원시 성산구,1,48,경상남도,48123,창원시 성산구,48123000,0,
4812500000,POINT (128.48561068060658 35.13558756324002),128.48561068060658,35.13558756324002,경상남도 창원시 마산합포구,1,48,경상남도,48125,창원시 마산합포구,48125000,0,
4812700000,POINT (128.53643316420874 35.23222658763638),128.53643316420874,35.23222658763638,경상남도 창원시 마산회원구,1,48,경상남도,48127,창원시 마산회원구,48127000,0,
4812900000,POINT (128.7363008264521 35.12994945371684),128.7363008264521,35.12994945371684,경상남도 창원시 진해구,1,48,경상남도,48129,창원시 진해구,48129000,0,
4817000000,POINT (128.12980113082705 35.2051576458618),128.12980113082705,35.2051576458618,경상남도 진주시,1,48,경상남도,48170,진주시,48170000,0,
4822000000,POINT (128.37443808206208 34.829574921330426),128.37443808206208,34.829574921330426,경상남도 통영시,1,48,경상남도,48220,통영시,48220000,0,
4824000000,POINT (128.0376963483066 35.04970341309067),128.0376963483066,35.04970341309067,경상남도 사천시,1,48,경상남도,48240,사천시,48240000,0,
4825000000,POINT (128.84521575541794 35.27215642057577),128.84521575541794,35.27215642057577,경상남도 김해시,1,48,경상남도,48250,김해시,48250000,0,
4827000000,POINT (128.7896014508727 35.498499696295156),128.7896014508727,35.498499696295156,경상남도 밀양시,1,48,경상남도,48270,밀양시,48270000,0,
4831000000,POINT (128.62313601517502 34.87061775278527),128.62313601517502,34.87061775278527,경상남도 거제시,1,48,경상남도,48310,거제시,48310000,0,
4833000000,POINT (129.04104144169284 35.40188821023648),129.04104144169284,35.40188821023648,경상남도 양산시,1,48,경상남도,48330,양산시,48330000,0,
4872000000,POINT (128.27705779664174 35.392431016129315),128.27705779664174,35.392431016129315,경상남도 의령군,1,48,경상남도,48720,의령군,48720000,0,
4873000000,POINT (128.43087688951496 35.29100280726359),128.43087688951496,35.29100280726359,경상남도 함안군,1,48,경상남도,48730,함안군,48730000,0,
4874000000,POINT (128.4930519257513 35.5082277302913),128.4930519257513,35.5082277302913,경상남도 창녕군,1,48,경상남도,48740,창녕군,48740000,0,
4882000000,POINT (128.29066319138013 35.01630447268652),128.29066319138013,35.01630447268652,경상남도 고성군,1,48,경상남도,48820,고성군,48820000,0,
4884000000,POINT (127.94114052543028 34.81829097964936),127.94114052543028,34.81829097964936,경상남도 남해군,1,48,경상남도,48840,남해군,48840000,0,
4885000000,POINT (127.77904900000638 35.13830462547407),127.77904900000638,35.13830462547407,경상남도 하동군,1,48,경상남도,48850,하동군,48850000,0,
4886000000,POINT (127.8843379196125 35.368597360549266),127.8843379196125,35.368597360549266,경상남도 산청군,1,48,경상남도,48860,산청군,48860000,0,
4887000000,POINT (127.72204105707732 35.55160170596964),127.72204105707732,35.55160170596964,경상남도 함양군,1,48,경상남도,48870,함양군,48870000,0,
4888000000,POINT (127.90416955131059 35.73255219284237),127.90416955131059,35.73255219284237,경상남도 거창군,1,48,경상남도,48880,거창군,48880000,0,
4889000000,POINT (128.14154370388846 35.57657745488017),128.14154370388846,35.57657745488017,경상남도 합천군,1,48,경상남도,48890,합천군,48890000,0,
5000000000,POINT (126.55365736671902 33.38699881078773),126.55365736671902,33.38699881078773,제주특별자치도,0,50,제주특별자치도,50000,,50000000,2,['제주특별자치도 제주시' '제주특별자치도 서귀포시']
5011000000,POINT (126.5292476123297 33.44220187918116),126.5292476123297,33.44220187918116,제주특별자치도 제주시,1,50,제주특별자치도,50110,제주시,50110000,0,
5013000000,POINT (126.58103858351629 33.3249819065177),126.58103858351629,33.3249819065177,제주특별자치도 서귀포시,1,50,제주특별자치도,50130,서귀포시,50130000,0,
5100000000,POINT (128.3034418076647 37.718291390996875),128.3034418076647,37.718291390996875,강원특별자치도,0,51,강원특별자치도,51000,,51000000,18,"['강원특별자치도 춘천시' '강원특별자치도 원주시' '강원특별자치도 강릉시' '강원특별자치도 동해시' '강원특별자치도 태백시'
 '강원특별자치도 속초시' '강원특별자치도 삼척시' '강원특별자치도 홍천군' '강원특별자치도 횡성군' '강원특별자치도 영월군'
 '강원특별자치도 평창군' '강원특별자치도 정선군' '강원특별자치도 철원군' '강원특별자치도 화천군' '강원특별자치도 양구군'
 '강원특별자치도 인제군' '강원특별자치도 고성군' '강원특별자치도 양양군']"
5111000000,POINT (127.73986844390421 37.889796786692614),127.73986844390421,37.889796786692614,강원특별자치도 춘천시,1,51,강원특별자치도,51110,춘천시,51110000,0,
5113000000,POINT (127.92952533432697 37.308222877374256),127.92952533432697,37.308222877374256,강원특별자치도 원주시,1,51,강원특별자치도,51130,원주시,51130000,0,
5115000000,POINT (128.83237885990397 37.70910197240715),128.83237885990397,37.70910197240715,강원특별자치도 강릉시,1,51,강원특별자치도,51150,강릉시,51150000,0,
5117000000,POINT (129.05562761624958 37.5067198236801),129.05562761624958,37.5067198236801,강원특별자치도 동해시,1,51,강원특별자치도,51170,동해시,51170000,0,
5119000000,POINT (128.98007261254227 37.172312409606235),128.98007261254227,37.172312409606235,강원특별자치도 태백시,1,51,강원특별자치도,51190,태백시,51190000,0,
5121000000,POINT (128.5195484084118 38.176031154925646),128.5195484084118,38.176031154925646,강원특별자치도 속초시,1,51,강원특별자치도,51210,속초시,51210000,0,
5123000000,POINT (129.12189857342594 37.277449224962645),129.12189857342594,37.277449224962645,강원특별자치도 삼척시,1,51,강원특별자치도,51230,삼척시,51230000,0,
5172000000,POINT (128.07426085106866 37.745049065179735),128.07426085106866,37.745049065179735,강원특별자치도 홍천군,1,51,강원특별자치도,51720,홍천군,51720000,0,
5173000000,POINT (128.07706739941187 37.509142070862055),128.07706739941187,37.509142070862055,강원특별자치도 횡성군,1,51,강원특별자치도,51730,횡성군,51730000,0,
5175000000,POINT (128.50029603418326 37.20411361394835),128.50029603418326,37.20411361394835,강원특별자치도 영월군,1,51,강원특별자치도,51750,영월군,51750000,0,
5176000000,POINT (128.48258998892823 37.55683920922773),128.48258998892823,37.55683920922773,강원특별자치도 평창군,1,51,강원특별자치도,51760,평창군,51760000,0,
5177000000,POINT (128.73906316457604 37.37868629194697),128.73906316457604,37.37868629194697,강원특별자치도 정선군,1,51,강원특별자치도,51770,정선군,51770000,0,
5178000000,POINT (127.39892439520284 38.23908522780514),127.39892439520284,38.23908522780514,강원특별자치도 철원군,1,51,강원특별자치도,51780,철원군,51780000,0,
5179000000,POINT (127.68516571250542 38.13842628338972),127.68516571250542,38.13842628338972,강원특별자치도 화천군,1,51,강원특별자치도,51790,화천군,51790000,0,
5180000000,POINT (128.00020637555988 38.175608792939585),128.00020637555988,38.175608792939585,강원특별자치도 양구군,1,51,강원특별자치도,51800,양구군,51800000,0,
5181000000,POINT (128.2647271531638 38.064600261147696),128.2647271531638,38.064600261147696,강원특별자치도 인제군,1,51,강원특별자치도,51810,인제군,51810000,0,
5182000000,POINT (128.41115552758248 38.36275363231345),128.41115552758248,38.36275363231345,강원특별자치도 고성군,1,51,강원특별자치도,51820,고성군,51820000,0,
5183000000,POINT (128.59510413238442 38.00451049479187),128.59510413238442,38.00451049479187,강원특별자치도 양양군,1,51,강원특별자치도,51830,양양군,51830000,0,
5200000000,POINT (127.14244454313007 35.71574153407736),127.14244454313007,35.71574153407736,전북특별자치도,0,52,전북특별자치도,52000,,52000000,16,"['전북특별자치도 전주시' '전북특별자치도 전주시 완산구' '전북특별자치도 전주시 덕진구' '전북특별자치도 군산시'
 '전북특별자치도 익산시' '전북특별자치도 정읍시' '전북특별자치도 남원시' '전북특별자치도 김제시' '전북특별자치도 완주군'
 '전북특별자치도 진안군' '전북특별자치도 무주군' '전북특별자치도 장수군' '전북특별자치도 임실군' '전북특별자치도 순창군'
 '전북특별자치도 고창군' '전북특별자치도 부안군']"
5213000000,POINT (126.72601524624814 35.95043894302646),126.72601524624814,35.95043894302646,전북특별자치도 군산시,1,52,전북특별자치도,52130,군산시,52130000,0,
5214000000,POINT (126.98951016982639 36.023105554004644),126.98951016982639,36.023105554004644,전북특별자치도 익산시,1,52,전북특별자치도,52140,익산시,52140000,0,
5218000000,POINT (126.90585754449349 35.602624660365535),126.90585754449349,35.602624660365535,전북특별자치도 정읍시,1,52,전북특별자치도,52180,정읍시,52180000,0,
5219000000,POINT (127.4418897373695 35.42254479694796),127.4418897373695,35.42254479694796,전북특별자치도 남원시,1,52,전북특별자치도,52190,남원시,52190000,0,
5221000000,POINT (126.8948856957777 35.80671644402007),126.8948856957777,35.80671644402007,전북특별자치도 김제시,1,52,전북특별자치도,52210,김제시,52210000,0,
5271000000,POINT (127.21511463750768 35.918614444231736),127.21511463750768,35.918614444231736,전북특별자치도 완주군,1,52,전북특별자치도,52710,완주군,52710000,0,
5272000000,POINT (127.43003544126422 35.828807454224915),127.43003544126422,35.828807454224915,전북특별자치도 진안군,1,52,전북특별자치도,52720,진안군,52720000,0,
5273000000,POINT (127.71295311066483 35.93936735724375),127.71295311066483,35.93936735724375,전북특별자치도 무주군,1,52,전북특별자치도,52730,무주군,52730000,0,
5274000000,POINT (127.54426407333824 35.657460976652644),127.54426407333824,35.657460976652644,전북특별자치도 장수군,1,52,전북특별자치도,52740,장수군,52740000,0,
5275000000,POINT (127.23666221372446 35.59824238567515),127.23666221372446,35.59824238567515,전북특별자치도 임실군,1,52,전북특별자치도,52750,임실군,52750000,0,
5277000000,POINT (127.0900869739092 35.433634301889796),127.0900869739092,35.433634301889796,전북특별자치도 순창군,1,52,전북특별자치도,52770,순창군,52770000,0,
5279000000,POINT (126.61604618382057 35.448167571267604),126.61604618382057,35.448167571267604,전북특별자치도 고창군,1,52,전북특별자치도,52790,고창군,52790000,0,
5280000000,POINT (126.64435601774672 35.6779184257229),126.64435601774672,35.6779184257229,전북특별자치도 부안군,1,52,전북특별자치도,52800,부안군,52800000,0,
